Class	Sub-class	Name	Role	Reaction	DRAM	Prokka	RASTtk	Intersection	2+ Annotations	Priority List	Majority Rule	Union	Bayesian Pangenome Core
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Biosynthesis	Serine acetyltransferase (EC 2.3.1.30)	rxn00423	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Degradation	Adenosylhomocysteinase (EC 3.3.1.1)	rxn00141	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Degradation	Cystathionine gamma-lyase (EC 4.4.1.1)	rxn00566	1	0	1	0	0	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Degradation	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	rxn00011	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Degradation	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	rxn02342	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Degradation	S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	rxn00143	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Degradation	S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	rxn01021	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Degradation	S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	rxn00143	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	rxn01021	1	1	1	0	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn00806	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn00903	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Salvage	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn01575	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	Acetate kinase (EC 2.7.2.1)	rxn00225	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	Acetate kinase (EC 2.7.2.1)	rxn00985	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	L-threonine transporter, anaerobically inducible	rxn05300	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	Phosphate acetyltransferase (EC 2.3.1.8)	rxn00173	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	Phosphate acetyltransferase (EC 2.3.1.8)	rxn00670	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	Propionate kinase (EC 2.7.2.15)	rxn00985	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	Serine transporter	rxn05307	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_anaerobic_catabolism_gene_cluster	Threonine dehydratase, catabolic (EC 4.3.1.19)	rxn00737	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archaeal type (EC 5.4.2.1)	rxn01106	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	rxn00527	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	rxn02339	0	0	0	0	0	0	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	rxn01643	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Aspartokinase (EC 2.7.2.4)	rxn00337	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Homoserine dehydrogenase (EC 1.1.1.3)	rxn01301	1	0	1	0	0	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Homoserine dehydrogenase (EC 1.1.1.3)	rxn01302	1	0	1	0	0	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Homoserine kinase (EC 2.7.1.39)	rxn01300	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Threonine synthase (EC 4.2.3.1)	rxn01069	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_and_Homoserine_Biosynthesis	Threonine synthase (EC 4.2.3.1)	rxn03446	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	rxn00274	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	L-threonine 3-dehydrogenase (EC 1.1.1.103)	rxn01068	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	L-threonine transporter, anaerobically inducible	rxn05300	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	Threonine dehydratase (EC 4.3.1.19)	rxn00737	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine_degradation	Threonine dehydratase, catabolic (EC 4.3.1.19)	rxn00737	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	A_Hypothetical_Protein_Related_to_Proline_Metabolism	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00929	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	A_Hypothetical_Protein_Related_to_Proline_Metabolism	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00931	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16)	rxn00328	1	0	1	0	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16)	rxn03884	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Aspartate aminotransferase (EC 2.6.1.1)	rxn00527	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Aspartate aminotransferase (EC 2.6.1.1)	rxn02339	0	0	0	0	0	0	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	rxn00183	1	0	1	0	0	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	rxn00503	1	0	1	0	0	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	rxn02373	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Glutamate 5-kinase (EC 2.7.2.11)	rxn00179	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	L-Proline/Glycine betaine transporter ProP	rxn05638	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	rxn00184	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Oxaloacetate decarboxylase alpha chain (EC 4.1.1.3)	rxn00162	0	1	0	0	0	0	0	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Oxaloacetate decarboxylase beta chain (EC 4.1.1.3)	rxn00162	0	1	0	0	0	0	0	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Oxaloacetate decarboxylase gamma chain (EC 4.1.1.3)	rxn00162	0	1	0	0	0	0	0	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Proline/sodium symporter PutP (TC 2.A.21.2.1)	rxn05221	0	0	0	0	0	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Prolyl-tRNA synthetase (EC 6.1.1.15)	rxn13782	0	0	0	0	0	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00929	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00931	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn00929	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn00931	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn02356	1	1	1	0	1	0	0	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn02358	1	1	1	0	1	0	0	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	rxn02373	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Glutamate 5-kinase (EC 2.7.2.11)	rxn00179	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Late competence protein ComER, proline oxidase (EC 1.5.1.2)	rxn00931	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	rxn00184	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00929	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	rxn00931	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn00929	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn00931	1	1	1	1	1	1	1	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn02356	1	1	1	0	1	0	0	1	0
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	rxn02358	1	1	1	0	1	0	0	1	0
Carbohydrates	-	Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	UDP-glucose 4-epimerase (EC 5.1.3.2)	rxn00214	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	UDP-glucose 4-epimerase (EC 5.1.3.2)	rxn00295	0	1	0	0	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	rxn01123	1	1	1	0	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	rxn00328	1	0	1	0	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	rxn03884	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn01115	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn11040	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	rxn01476	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	D-mannonate oxidoreductase (EC 1.1.1.57)	rxn01775	1	0	1	0	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Glucokinase (EC 2.7.1.2)	rxn00216	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Glucokinase (EC 2.7.1.2)	rxn01169	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Gluconokinase (EC 2.7.1.12)	rxn01275	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	rxn00604	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	rxn01975	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Phosphogluconate dehydratase (EC 4.2.1.12)	rxn01477	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Uronate isomerase (EC 5.3.1.12)	rxn01080	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotoga	Uronate isomerase (EC 5.3.1.12)	rxn01457	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-galactosidase (EC 3.2.1.23)	rxn00816	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-glucosidase (EC 3.2.1.21)	rxn00020	1	1	1	0	0	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-glucosidase (EC 3.2.1.21)	rxn00222	1	1	1	0	0	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-glucosidase (EC 3.2.1.21)	rxn09978	0	1	0	0	0	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-glucosidase (EC 3.2.1.21)	rxn09979	0	1	0	0	0	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Beta-hexosaminidase (EC 3.2.1.52)	rxn00016	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Glucokinase (EC 2.7.1.2)	rxn00216	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Glucokinase (EC 2.7.1.2)	rxn01169	1	1	1	1	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	rxn01484	1	0	1	0	1	1	1	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Xylose isomerase (EC 5.3.1.5)	rxn00223	0	0	0	0	0	0	0	1	0
Carbohydrates	-	Sugar_utilization_in_Thermotogales	Xylose isomerase (EC 5.3.1.5)	rxn01044	0	0	0	0	0	0	0	1	0
Carbohydrates	Aminosugars	(GlcNAc)2_Catabolic_Operon	Beta-hexosaminidase (EC 3.2.1.52)	rxn00016	1	1	1	1	1	1	1	1	0
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	Beta-hexosaminidase (EC 3.2.1.52)	rxn00016	1	1	1	1	1	1	1	1	0
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	rxn01484	1	0	1	0	1	1	1	1	0
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine_and_Galactosamine_Utilization	6-phosphofructokinase (EC 2.7.1.11)	rxn00545	0	1	0	0	1	1	1	1	0
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine_and_Galactosamine_Utilization	6-phosphofructokinase (EC 2.7.1.11)	rxn01343	0	1	0	0	1	1	1	1	0
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine_and_Galactosamine_Utilization	6-phosphofructokinase (EC 2.7.1.11)	rxn02314	0	1	0	0	1	1	1	1	0
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	rxn00910	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	rxn04954	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	Acetate kinase (EC 2.7.2.1)	rxn00225	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	Acetate kinase (EC 2.7.2.1)	rxn00985	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	Phosphate acetyltransferase (EC 2.3.1.8)	rxn00173	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Acetyl-CoA_pathway_of_CO2_fixation	Phosphate acetyltransferase (EC 2.3.1.8)	rxn00670	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	CO2_uptake,_carboxysome	Carbonic anhydrase (EC 4.2.1.1)	rxn00102	1	1	1	0	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	rxn00549	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)	rxn00549	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	rxn00549	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-1,6-bisphosphatase, type V, archaeal (EC 3.1.3.11)	rxn00549	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	rxn00786	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	rxn01334	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	rxn00786	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	rxn01334	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	rxn01870	1	1	1	0	1	0	0	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	rxn00781	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	rxn00781	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	rxn01331	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Phosphoglycerate kinase (EC 2.7.2.3)	rxn01100	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Phosphoribulokinase (EC 2.7.1.19)	rxn01111	1	1	1	0	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	rxn00777	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribose 5-phosphate isomerase B (EC 5.3.1.6)	rxn00777	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rxn01116	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Sedoheptulose-1,7-bisphosphatase (EC 3.1.3.37)	rxn01345	0	1	0	0	0	0	0	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase (EC 2.2.1.1)	rxn00785	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase (EC 2.2.1.1)	rxn01200	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase, C-terminal section (EC 2.2.1.1)	rxn00785	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase, C-terminal section (EC 2.2.1.1)	rxn01200	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase, N-terminal section (EC 2.2.1.1)	rxn00785	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Transketolase, N-terminal section (EC 2.2.1.1)	rxn01200	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	Triosephosphate isomerase (EC 5.3.1.1)	rxn00747	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Carboxysome	Carbonic anhydrase (EC 4.2.1.1)	rxn00102	1	1	1	0	1	1	1	1	0
Carbohydrates	CO2 fixation	Carboxysome	NADH dehydrogenase (EC 1.6.99.3)	rxn08971	0	0	0	0	0	0	1	1	0
Carbohydrates	CO2 fixation	Carboxysome	NADH dehydrogenase (EC 1.6.99.3)	rxn08975	0	1	0	0	0	1	1	1	0
Carbohydrates	CO2 fixation	Carboxysome	NADH dehydrogenase (EC 1.6.99.3)	rxn08976	0	1	0	0	0	1	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	rxn01280	0	1	0	0	1	0	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	rxn01281	0	1	0	0	1	0	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	rxn06600	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Catalase (EC 1.11.1.6)	rxn00006	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	rxn01241	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	rxn06493	1	1	1	0	1	0	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	rxn12822	0	0	0	0	0	0	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glutamine synthetase type I (EC 6.3.1.2)	rxn00187	1	1	1	1	1	1	1	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glutamine synthetase type I (EC 6.3.1.2)	rxn03406	0	1	0	0	1	0	0	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glutamine synthetase type I (EC 6.3.1.2)	rxn03407	0	0	0	0	0	0	0	1	0
Carbohydrates	CO2 fixation	Photorespiration_(oxidative_C2_cycle)	Glutamine synthetase type I (EC 6.3.1.2)	rxn03409	0	1	0	0	1	0	0	1	0
