metabolite,cycle,x,y,conc_mmol
cpd00058_e0,101,1,1,1000.0
cpd00063_e0,101,1,1,1000.0
cpd00067_e0,101,1,1,1000.0000023
cpd00085_e0,101,1,1,1000.0
cpd00099_e0,101,1,1,999.99999999
cpd00106_e0,101,1,1,1000.0
cpd00108_e0,101,1,1,1000.0
cpd00116_e0,101,1,1,1000.0
cpd00129_e0,101,1,1,1000.0
cpd00142_e0,101,1,1,1000.0
cpd00149_e0,101,1,1,1000.0
cpd00204_e0,101,1,1,3.0174682227000003e-13
cpd00205_e0,101,1,1,1000.0
cpd00229_e0,101,1,1,2.1393792223e-10
cpd00239_e0,101,1,1,999.99999998
cpd00254_e0,101,1,1,999.99999999
cpd00971_e0,101,1,1,999.99999998
cpd09695_e0,101,1,1,1000.0
cpd10515_e0,101,1,1,1000.0
tRNA[e],101,1,1,1.8495851664e-11
Cadmium[e],102,1,1,1000.0
HCO3[e],102,1,1,1000.0
Molybdenum[e],102,1,1,1000.0
Photon[e],102,1,1,0.01908635041
S_Adenosyl_4_methylthio_2_oxobutanoate[e],102,1,1,1.6621146137e-10
S_Methyl_5_thio_D_ribose[e],102,1,1,1.625443516e-09
Selenate[e],102,1,1,1000.0
biomass[e],102,1,1,3.6150530122e-08
cpd00001_e0,102,1,1,1000.0
cpd00007_e0,102,1,1,2.0853502626e-06
cpd00009_e0,102,1,1,1000.0
cpd00011_e0,102,1,1,1000.0
cpd00012_e0,102,1,1,1000.0
cpd00013_e0,102,1,1,999.99999969
cpd00025_e0,102,1,1,3.97077955e-09
cpd00029_e0,102,1,1,1000.0
cpd00034_e0,102,1,1,1000.0
cpd00036_e0,102,1,1,1000.0
cpd00048_e0,102,1,1,1000.0
cpd00051_e0,102,1,1,1000.0
cpd00054_e0,102,1,1,1000.0
cpd00058_e0,102,1,1,1000.0
cpd00063_e0,102,1,1,1000.0
cpd00067_e0,102,1,1,1000.0000023
cpd00085_e0,102,1,1,1000.0
cpd00099_e0,102,1,1,999.99999999
cpd00106_e0,102,1,1,1000.0
cpd00108_e0,102,1,1,1000.0
cpd00116_e0,102,1,1,1000.0
cpd00129_e0,102,1,1,1000.0
cpd00142_e0,102,1,1,1000.0
cpd00149_e0,102,1,1,1000.0
cpd00204_e0,102,1,1,3.0366445302000005e-13
cpd00205_e0,102,1,1,1000.0
cpd00229_e0,102,1,1,2.1529751879e-10
cpd00239_e0,102,1,1,999.99999998
cpd00254_e0,102,1,1,999.99999999
cpd00971_e0,102,1,1,999.99999998
cpd09695_e0,102,1,1,1000.0
cpd10515_e0,102,1,1,1000.0
tRNA[e],102,1,1,1.8613394622e-11
Cadmium[e],103,1,1,1000.0
HCO3[e],103,1,1,1000.0
Molybdenum[e],103,1,1,1000.0
Photon[e],103,1,1,0.01815961999
S_Adenosyl_4_methylthio_2_oxobutanoate[e],103,1,1,1.6718988189e-10
S_Methyl_5_thio_D_ribose[e],103,1,1,1.635011853e-09
Selenate[e],103,1,1,1000.0
biomass[e],103,1,1,3.636333386e-08
cpd00001_e0,103,1,1,1000.0
cpd00007_e0,103,1,1,2.097625887e-06
cpd00009_e0,103,1,1,1000.0
cpd00011_e0,103,1,1,1000.0
cpd00012_e0,103,1,1,1000.0
cpd00013_e0,103,1,1,999.99999969
cpd00025_e0,103,1,1,3.9941539438e-09
cpd00029_e0,103,1,1,1000.0
cpd00034_e0,103,1,1,1000.0
cpd00036_e0,103,1,1,1000.0
cpd00048_e0,103,1,1,1000.0
cpd00051_e0,103,1,1,1000.0
cpd00054_e0,103,1,1,1000.0
cpd00058_e0,103,1,1,1000.0
cpd00063_e0,103,1,1,1000.0
cpd00067_e0,103,1,1,1000.0000023
cpd00085_e0,103,1,1,1000.0
cpd00099_e0,103,1,1,999.99999999
cpd00106_e0,103,1,1,1000.0
cpd00108_e0,103,1,1,1000.0
cpd00116_e0,103,1,1,1000.0
cpd00129_e0,103,1,1,1000.0
cpd00142_e0,103,1,1,1000.0
cpd00149_e0,103,1,1,1000.0
cpd00204_e0,103,1,1,3.0545200442000004e-13
cpd00205_e0,103,1,1,1000.0
cpd00229_e0,103,1,1,2.1656488932e-10
cpd00239_e0,103,1,1,999.99999998
cpd00254_e0,103,1,1,999.99999999
cpd00971_e0,103,1,1,999.99999998
cpd09695_e0,103,1,1,1000.0
cpd10515_e0,103,1,1,1000.0
tRNA[e],103,1,1,1.8722964245e-11
Cadmium[e],104,1,1,1000.0
HCO3[e],104,1,1,1000.0
Molybdenum[e],104,1,1,1000.0
Photon[e],104,1,1,0.017220443872
S_Adenosyl_4_methylthio_2_oxobutanoate[e],104,1,1,1.6809597184e-10
S_Methyl_5_thio_D_ribose[e],104,1,1,1.6438728426e-09
Selenate[e],104,1,1,1000.0
biomass[e],104,1,1,3.6560405902e-08
cpd00001_e0,104,1,1,1000.0
cpd00007_e0,104,1,1,2.1089940256e-06
cpd00009_e0,104,1,1,1000.0
cpd00011_e0,104,1,1,1000.0
cpd00012_e0,104,1,1,1000.0
cpd00013_e0,104,1,1,999.99999969
cpd00025_e0,104,1,1,4.0158003659e-09
cpd00029_e0,104,1,1,1000.0
cpd00034_e0,104,1,1,1000.0
cpd00036_e0,104,1,1,1000.0
cpd00048_e0,104,1,1,1000.0
cpd00051_e0,104,1,1,1000.0
cpd00054_e0,104,1,1,1000.0
cpd00058_e0,104,1,1,1000.0
cpd00063_e0,104,1,1,1000.0
cpd00067_e0,104,1,1,1000.0000023
cpd00085_e0,104,1,1,1000.0
cpd00099_e0,104,1,1,999.99999999
cpd00106_e0,104,1,1,1000.0
cpd00108_e0,104,1,1,1000.0
cpd00116_e0,104,1,1,1000.0
cpd00129_e0,104,1,1,1000.0
cpd00142_e0,104,1,1,1000.0
cpd00149_e0,104,1,1,1000.0
cpd00204_e0,104,1,1,3.0710740957e-13
cpd00205_e0,104,1,1,1000.0
cpd00229_e0,104,1,1,2.1773856842e-10
cpd00239_e0,104,1,1,999.99999998
cpd00254_e0,104,1,1,999.99999999
cpd00971_e0,104,1,1,999.99999998
cpd09695_e0,104,1,1,1000.0
cpd10515_e0,104,1,1,1000.0
tRNA[e],104,1,1,1.8824433841e-11
Cadmium[e],105,1,1,1000.0
HCO3[e],105,1,1,1000.0
Molybdenum[e],105,1,1,1000.0
Photon[e],105,1,1,0.016269465723
S_Adenosyl_4_methylthio_2_oxobutanoate[e],105,1,1,1.6892865855e-10
S_Methyl_5_thio_D_ribose[e],105,1,1,1.6520159948e-09
Selenate[e],105,1,1,1000.0
biomass[e],105,1,1,3.6741512943e-08
cpd00001_e0,105,1,1,1000.0
cpd00007_e0,105,1,1,2.11944122e-06
cpd00009_e0,105,1,1,1000.0
cpd00011_e0,105,1,1,1000.0
cpd00012_e0,105,1,1,1000.0
cpd00013_e0,105,1,1,999.99999968
cpd00025_e0,105,1,1,4.03569319e-09
cpd00029_e0,105,1,1,1000.0
cpd00034_e0,105,1,1,1000.0
cpd00036_e0,105,1,1,1000.0
cpd00048_e0,105,1,1,1000.0
cpd00051_e0,105,1,1,1000.0
cpd00054_e0,105,1,1,1000.0
cpd00058_e0,105,1,1,1000.0
cpd00063_e0,105,1,1,1000.0
cpd00067_e0,105,1,1,1000.0000024
cpd00085_e0,105,1,1,1000.0
cpd00099_e0,105,1,1,999.99999999
cpd00106_e0,105,1,1,1000.0
cpd00108_e0,105,1,1,1000.0
cpd00116_e0,105,1,1,1000.0
cpd00129_e0,105,1,1,1000.0
cpd00142_e0,105,1,1,1000.0
cpd00149_e0,105,1,1,1000.0
cpd00204_e0,105,1,1,3.0862870872e-13
cpd00205_e0,105,1,1,1000.0
cpd00229_e0,105,1,1,2.1881716662e-10
cpd00239_e0,105,1,1,999.99999998
cpd00254_e0,105,1,1,999.99999999
cpd00971_e0,105,1,1,999.99999998
cpd09695_e0,105,1,1,1000.0
cpd10515_e0,105,1,1,1000.0
tRNA[e],105,1,1,1.8917683285e-11
Cadmium[e],106,1,1,1000.0
HCO3[e],106,1,1,1000.0
Molybdenum[e],106,1,1,1000.0
Photon[e],106,1,1,0.015307337295
S_Adenosyl_4_methylthio_2_oxobutanoate[e],106,1,1,1.6968692914e-10
S_Methyl_5_thio_D_ribose[e],106,1,1,1.659431404e-09
Selenate[e],106,1,1,1000.0
biomass[e],106,1,1,3.6906434685e-08
cpd00001_e0,106,1,1,1000.0
cpd00007_e0,106,1,1,2.1289547623e-06
cpd00009_e0,106,1,1,1000.0
cpd00011_e0,106,1,1,1000.0
cpd00012_e0,106,1,1,1000.0
cpd00013_e0,106,1,1,999.99999968
cpd00025_e0,106,1,1,4.0538082184e-09
cpd00029_e0,106,1,1,1000.0
cpd00034_e0,106,1,1,1000.0
cpd00036_e0,106,1,1,1000.0
cpd00048_e0,106,1,1,1000.0
cpd00051_e0,106,1,1,1000.0
cpd00054_e0,106,1,1,1000.0
cpd00058_e0,106,1,1,1000.0
cpd00063_e0,106,1,1,1000.0
cpd00067_e0,106,1,1,1000.0000024
cpd00085_e0,106,1,1,1000.0
cpd00099_e0,106,1,1,999.99999999
cpd00106_e0,106,1,1,1000.0
cpd00108_e0,106,1,1,1000.0
cpd00116_e0,106,1,1,1000.0
cpd00129_e0,106,1,1,1000.0
cpd00142_e0,106,1,1,1000.0
cpd00149_e0,106,1,1,1000.0
cpd00204_e0,106,1,1,3.1001405135000003e-13
cpd00205_e0,106,1,1,1000.0
cpd00229_e0,106,1,1,2.1979937191e-10
cpd00239_e0,106,1,1,999.99999998
cpd00254_e0,106,1,1,999.99999999
cpd00971_e0,106,1,1,999.99999998
cpd09695_e0,106,1,1,1000.0
cpd10515_e0,106,1,1,1000.0
tRNA[e],106,1,1,1.9002599148e-11
Cadmium[e],107,1,1,1000.0
HCO3[e],107,1,1,1000.0
Molybdenum[e],107,1,1,1000.0
Photon[e],107,1,1,0.014334717982
S_Adenosyl_4_methylthio_2_oxobutanoate[e],107,1,1,1.7036983161e-10
S_Methyl_5_thio_D_ribose[e],107,1,1,1.6661097605e-09
Selenate[e],107,1,1,1000.0
biomass[e],107,1,1,3.7054964072e-08
cpd00001_e0,107,1,1,1000.0
cpd00007_e0,107,1,1,2.1375227084e-06
cpd00009_e0,107,1,1,1000.0
cpd00011_e0,107,1,1,1000.0
cpd00012_e0,107,1,1,1000.0
cpd00013_e0,107,1,1,999.99999968
cpd00025_e0,107,1,1,4.0701227081e-09
cpd00029_e0,107,1,1,1000.0
cpd00034_e0,107,1,1,1000.0
cpd00036_e0,107,1,1,1000.0
cpd00048_e0,107,1,1,1000.0
cpd00051_e0,107,1,1,1000.0
cpd00054_e0,107,1,1,1000.0
cpd00058_e0,107,1,1,1000.0
cpd00063_e0,107,1,1,1000.0
cpd00067_e0,107,1,1,1000.0000024
cpd00085_e0,107,1,1,1000.0
cpd00099_e0,107,1,1,999.99999999
cpd00106_e0,107,1,1,1000.0
cpd00108_e0,107,1,1,1000.0
cpd00116_e0,107,1,1,1000.0
cpd00129_e0,107,1,1,1000.0
cpd00142_e0,107,1,1,1000.0
cpd00149_e0,107,1,1,1000.0
cpd00204_e0,107,1,1,3.112616982e-13
cpd00205_e0,107,1,1,1000.0
cpd00229_e0,107,1,1,2.2068395115e-10
cpd00239_e0,107,1,1,999.99999998
cpd00254_e0,107,1,1,999.99999999
cpd00971_e0,107,1,1,999.99999998
cpd09695_e0,107,1,1,1000.0
cpd10515_e0,107,1,1,1000.0
tRNA[e],107,1,1,1.907907482e-11
Cadmium[e],108,1,1,1000.0
HCO3[e],108,1,1,1000.0
Molybdenum[e],108,1,1,1000.0
Photon[e],108,1,1,0.013352274369
S_Adenosyl_4_methylthio_2_oxobutanoate[e],108,1,1,1.7097647591e-10
S_Methyl_5_thio_D_ribose[e],108,1,1,1.6720423601e-09
Selenate[e],108,1,1,1000.0
biomass[e],108,1,1,3.7186907518e-08
cpd00001_e0,108,1,1,1000.0
cpd00007_e0,108,1,1,2.1451338914e-06
cpd00009_e0,108,1,1,1000.0
cpd00011_e0,108,1,1,1000.0
cpd00012_e0,108,1,1,1000.0
cpd00013_e0,108,1,1,999.99999968
cpd00025_e0,108,1,1,4.0846153956e-09
cpd00029_e0,108,1,1,1000.0
cpd00034_e0,108,1,1,1000.0
cpd00036_e0,108,1,1,1000.0
cpd00048_e0,108,1,1,1000.0
cpd00051_e0,108,1,1,1000.0
cpd00054_e0,108,1,1,1000.0
cpd00058_e0,108,1,1,1000.0
cpd00063_e0,108,1,1,1000.0
cpd00067_e0,108,1,1,1000.0000024
cpd00085_e0,108,1,1,1000.0
cpd00099_e0,108,1,1,999.99999999
cpd00106_e0,108,1,1,1000.0
cpd00108_e0,108,1,1,1000.0
cpd00116_e0,108,1,1,1000.0
cpd00129_e0,108,1,1,1000.0
cpd00142_e0,108,1,1,1000.0
cpd00149_e0,108,1,1,1000.0
cpd00204_e0,108,1,1,3.1237002315000003e-13
cpd00205_e0,108,1,1,1000.0
cpd00229_e0,108,1,1,2.2146975142e-10
cpd00239_e0,108,1,1,999.99999998
cpd00254_e0,108,1,1,999.99999999
cpd00971_e0,108,1,1,999.99999998
cpd09695_e0,108,1,1,1000.0
cpd10515_e0,108,1,1,1000.0
tRNA[e],108,1,1,1.9147010627e-11
Cadmium[e],109,1,1,1000.0
HCO3[e],109,1,1,1000.0
Molybdenum[e],109,1,1,1000.0
Photon[e],109,1,1,0.012360679775
S_Adenosyl_4_methylthio_2_oxobutanoate[e],109,1,1,1.7150603487e-10
S_Methyl_5_thio_D_ribose[e],109,1,1,1.6772211136e-09
Selenate[e],109,1,1,1000.0
biomass[e],109,1,1,3.7302085118e-08
cpd00001_e0,109,1,1,1000.0
cpd00007_e0,109,1,1,2.1517779334e-06
cpd00009_e0,109,1,1,1000.0
cpd00011_e0,109,1,1,1000.0
cpd00012_e0,109,1,1,1000.0
cpd00013_e0,109,1,1,999.99999968
cpd00025_e0,109,1,1,4.0972665203e-09
cpd00029_e0,109,1,1,1000.0
cpd00034_e0,109,1,1,1000.0
cpd00036_e0,109,1,1,1000.0
cpd00048_e0,109,1,1,1000.0
cpd00051_e0,109,1,1,1000.0
cpd00054_e0,109,1,1,1000.0
cpd00058_e0,109,1,1,1000.0
cpd00063_e0,109,1,1,1000.0
cpd00067_e0,109,1,1,1000.0000024
cpd00085_e0,109,1,1,1000.0
cpd00099_e0,109,1,1,999.99999999
cpd00106_e0,109,1,1,1000.0
cpd00108_e0,109,1,1,1000.0
cpd00116_e0,109,1,1,1000.0
cpd00129_e0,109,1,1,1000.0
cpd00142_e0,109,1,1,1000.0
cpd00149_e0,109,1,1,1000.0
cpd00204_e0,109,1,1,3.1333751499000003e-13
cpd00205_e0,109,1,1,1000.0
cpd00229_e0,109,1,1,2.221557013e-10
cpd00239_e0,109,1,1,999.99999998
cpd00254_e0,109,1,1,999.99999999
cpd00971_e0,109,1,1,999.99999998
cpd09695_e0,109,1,1,1000.0
cpd10515_e0,109,1,1,1000.0
tRNA[e],109,1,1,1.9206313938e-11
Cadmium[e],110,1,1,1000.0
HCO3[e],110,1,1,1000.0
Molybdenum[e],110,1,1,1000.0
Photon[e],110,1,1,0.011360613788
S_Adenosyl_4_methylthio_2_oxobutanoate[e],110,1,1,1.7195774516e-10
S_Methyl_5_thio_D_ribose[e],110,1,1,1.6816385559e-09
Selenate[e],110,1,1,1000.0
biomass[e],110,1,1,3.7400330847e-08
cpd00001_e0,110,1,1,1000.0
cpd00007_e0,110,1,1,2.1574452571e-06
cpd00009_e0,110,1,1,1000.0
cpd00011_e0,110,1,1,1000.0
cpd00012_e0,110,1,1,1000.0
cpd00013_e0,110,1,1,999.99999968
cpd00025_e0,110,1,1,4.1080578456e-09
cpd00029_e0,110,1,1,1000.0
cpd00034_e0,110,1,1,1000.0
cpd00036_e0,110,1,1,1000.0
cpd00048_e0,110,1,1,1000.0
cpd00051_e0,110,1,1,1000.0
cpd00054_e0,110,1,1,1000.0
cpd00058_e0,110,1,1,1000.0
cpd00063_e0,110,1,1,1000.0
cpd00067_e0,110,1,1,1000.0000024
cpd00085_e0,110,1,1,1000.0
cpd00099_e0,110,1,1,999.99999999
cpd00106_e0,110,1,1,1000.0
cpd00108_e0,110,1,1,1000.0
cpd00116_e0,110,1,1,1000.0
cpd00129_e0,110,1,1,1000.0
cpd00142_e0,110,1,1,1000.0
cpd00149_e0,110,1,1,1000.0
cpd00204_e0,110,1,1,3.1416277912e-13
cpd00205_e0,110,1,1,1000.0
cpd00229_e0,110,1,1,2.2274081199e-10
cpd00239_e0,110,1,1,999.99999998
cpd00254_e0,110,1,1,999.99999999
cpd00971_e0,110,1,1,999.99999998
cpd09695_e0,110,1,1,1000.0
cpd10515_e0,110,1,1,1000.0
tRNA[e],110,1,1,1.9256899268e-11
Cadmium[e],111,1,1,1000.0
HCO3[e],111,1,1,1000.0
Molybdenum[e],111,1,1,1000.0
Photon[e],111,1,1,0.010352761804
S_Adenosyl_4_methylthio_2_oxobutanoate[e],111,1,1,1.7233090805e-10
S_Methyl_5_thio_D_ribose[e],111,1,1,1.6852878543e-09
Selenate[e],111,1,1,1000.0
biomass[e],111,1,1,3.7481492738e-08
cpd00001_e0,111,1,1,1000.0
cpd00007_e0,111,1,1,2.1621270964e-06
cpd00009_e0,111,1,1,1000.0
cpd00011_e0,111,1,1,1000.0
cpd00012_e0,111,1,1,1000.0
cpd00013_e0,111,1,1,999.99999968
cpd00025_e0,111,1,1,4.1169726797e-09
cpd00029_e0,111,1,1,1000.0
cpd00034_e0,111,1,1,1000.0
cpd00036_e0,111,1,1,1000.0
cpd00048_e0,111,1,1,1000.0
cpd00051_e0,111,1,1,1000.0
cpd00054_e0,111,1,1,1000.0
cpd00058_e0,111,1,1,1000.0
cpd00063_e0,111,1,1,1000.0
cpd00067_e0,111,1,1,1000.0000024
cpd00085_e0,111,1,1,1000.0
cpd00099_e0,111,1,1,999.99999999
cpd00106_e0,111,1,1,1000.0
cpd00108_e0,111,1,1,1000.0
cpd00116_e0,111,1,1,1000.0
cpd00129_e0,111,1,1,1000.0
cpd00142_e0,111,1,1,1000.0
cpd00149_e0,111,1,1,1000.0
cpd00204_e0,111,1,1,3.14844539e-13
cpd00205_e0,111,1,1,1000.0
cpd00229_e0,111,1,1,2.2322417845e-10
cpd00239_e0,111,1,1,999.99999998
cpd00254_e0,111,1,1,999.99999999
cpd00971_e0,111,1,1,999.99999998
cpd09695_e0,111,1,1,1000.0
cpd10515_e0,111,1,1,1000.0
tRNA[e],111,1,1,1.9298688374e-11
Cadmium[e],112,1,1,1000.0
HCO3[e],112,1,1,1000.0
Molybdenum[e],112,1,1,1000.0
Photon[e],112,1,1,0.0093378145542
S_Adenosyl_4_methylthio_2_oxobutanoate[e],112,1,1,1.7262489028e-10
S_Methyl_5_thio_D_ribose[e],112,1,1,1.6881628155e-09
Selenate[e],112,1,1,1000.0
biomass[e],112,1,1,3.7545433055e-08
cpd00001_e0,112,1,1,1000.0
cpd00007_e0,112,1,1,2.1658155058e-06
cpd00009_e0,112,1,1,1000.0
cpd00011_e0,112,1,1,1000.0
cpd00012_e0,112,1,1,1000.0
cpd00013_e0,112,1,1,999.99999968
cpd00025_e0,112,1,1,4.1239958935e-09
cpd00029_e0,112,1,1,1000.0
cpd00034_e0,112,1,1,1000.0
cpd00036_e0,112,1,1,1000.0
cpd00048_e0,112,1,1,1000.0
cpd00051_e0,112,1,1,1000.0
cpd00054_e0,112,1,1,1000.0
cpd00058_e0,112,1,1,1000.0
cpd00063_e0,112,1,1,1000.0
cpd00067_e0,112,1,1,1000.0000024
cpd00085_e0,112,1,1,1000.0
cpd00099_e0,112,1,1,999.99999999
cpd00106_e0,112,1,1,1000.0
cpd00108_e0,112,1,1,1000.0
cpd00116_e0,112,1,1,1000.0
cpd00129_e0,112,1,1,1000.0
cpd00142_e0,112,1,1,1000.0
cpd00149_e0,112,1,1,1000.0
cpd00204_e0,112,1,1,3.1538163766000003e-13
cpd00205_e0,112,1,1,1000.0
cpd00229_e0,112,1,1,2.2360498038e-10
cpd00239_e0,112,1,1,999.99999998
cpd00254_e0,112,1,1,999.99999999
cpd00971_e0,112,1,1,999.99999998
cpd09695_e0,112,1,1,1000.0
cpd10515_e0,112,1,1,1000.0
tRNA[e],112,1,1,1.9331610335e-11
Cadmium[e],113,1,1,1000.0
HCO3[e],113,1,1,1000.0
Molybdenum[e],113,1,1,1000.0
Photon[e],113,1,1,0.0083164676327
S_Adenosyl_4_methylthio_2_oxobutanoate[e],113,1,1,1.7283913296e-10
S_Methyl_5_thio_D_ribose[e],113,1,1,1.6902579741e-09
Selenate[e],113,1,1,1000.0
biomass[e],113,1,1,3.759203024e-08
cpd00001_e0,113,1,1,1000.0
cpd00007_e0,113,1,1,2.1685034733e-06
cpd00009_e0,113,1,1,1000.0
cpd00011_e0,113,1,1,1000.0
cpd00012_e0,113,1,1,1000.0
cpd00013_e0,113,1,1,999.99999968
cpd00025_e0,113,1,1,4.1291141351e-09
cpd00029_e0,113,1,1,1000.0
cpd00034_e0,113,1,1,1000.0
cpd00036_e0,113,1,1,1000.0
cpd00048_e0,113,1,1,1000.0
cpd00051_e0,113,1,1,1000.0
cpd00054_e0,113,1,1,1000.0
cpd00058_e0,113,1,1,1000.0
cpd00063_e0,113,1,1,1000.0
cpd00067_e0,113,1,1,1000.0000024
cpd00085_e0,113,1,1,1000.0
cpd00099_e0,113,1,1,999.99999999
cpd00106_e0,113,1,1,1000.0
cpd00108_e0,113,1,1,1000.0
cpd00116_e0,113,1,1,1000.0
cpd00129_e0,113,1,1,1000.0
cpd00142_e0,113,1,1,1000.0
cpd00149_e0,113,1,1,1000.0
cpd00204_e0,113,1,1,3.1577305401e-13
cpd00205_e0,113,1,1,1000.0
cpd00229_e0,113,1,1,2.2388249382e-10
cpd00239_e0,113,1,1,999.99999998
cpd00254_e0,113,1,1,999.99999999
cpd00971_e0,113,1,1,999.99999998
cpd09695_e0,113,1,1,1000.0
cpd10515_e0,113,1,1,1000.0
tRNA[e],113,1,1,1.9355602564e-11
Cadmium[e],114,1,1,1000.0
HCO3[e],114,1,1,1000.0
Molybdenum[e],114,1,1,1000.0
Photon[e],114,1,1,0.0072894210197
S_Adenosyl_4_methylthio_2_oxobutanoate[e],114,1,1,1.7297312431e-10
S_Methyl_5_thio_D_ribose[e],114,1,1,1.6915683252e-09
Selenate[e],114,1,1,1000.0
biomass[e],114,1,1,3.7621172987e-08
cpd00001_e0,114,1,1,1000.0
cpd00007_e0,114,1,1,2.1701845783e-06
cpd00009_e0,114,1,1,1000.0
cpd00011_e0,114,1,1,1000.0
cpd00012_e0,114,1,1,1000.0
cpd00013_e0,114,1,1,999.99999968
cpd00025_e0,114,1,1,4.1323151787e-09
cpd00029_e0,114,1,1,1000.0
cpd00034_e0,114,1,1,1000.0
cpd00036_e0,114,1,1,1000.0
cpd00048_e0,114,1,1,1000.0
cpd00051_e0,114,1,1,1000.0
cpd00054_e0,114,1,1,1000.0
cpd00058_e0,114,1,1,1000.0
cpd00063_e0,114,1,1,1000.0
cpd00067_e0,114,1,1,1000.0000024
cpd00085_e0,114,1,1,1000.0
cpd00099_e0,114,1,1,999.99999999
cpd00106_e0,114,1,1,1000.0
cpd00108_e0,114,1,1,1000.0
cpd00116_e0,114,1,1,1000.0
cpd00129_e0,114,1,1,1000.0
cpd00142_e0,114,1,1,1000.0
cpd00149_e0,114,1,1,1000.0
cpd00204_e0,114,1,1,3.1601785309000004e-13
cpd00205_e0,114,1,1,1000.0
cpd00229_e0,114,1,1,2.240560559e-10
cpd00239_e0,114,1,1,999.99999998
cpd00254_e0,114,1,1,999.99999999
cpd00971_e0,114,1,1,999.99999998
cpd09695_e0,114,1,1,1000.0
cpd10515_e0,114,1,1,1000.0
tRNA[e],114,1,1,1.937060775e-11
Cadmium[e],115,1,1,1000.0
HCO3[e],115,1,1,1000.0
Molybdenum[e],115,1,1,1000.0
Photon[e],115,1,1,0.0062573786016
S_Adenosyl_4_methylthio_2_oxobutanoate[e],115,1,1,1.7302643127e-10
S_Methyl_5_thio_D_ribose[e],115,1,1,1.6920896337e-09
Selenate[e],115,1,1,1000.0
biomass[e],115,1,1,3.7632767102e-08
cpd00001_e0,115,1,1,1000.0
cpd00007_e0,115,1,1,2.170853387e-06
cpd00009_e0,115,1,1,1000.0
cpd00011_e0,115,1,1,1000.0
cpd00012_e0,115,1,1,1000.0
cpd00013_e0,115,1,1,999.99999968
cpd00025_e0,115,1,1,4.133588678e-09
cpd00029_e0,115,1,1,1000.0
cpd00034_e0,115,1,1,1000.0
cpd00036_e0,115,1,1,1000.0
cpd00048_e0,115,1,1,1000.0
cpd00051_e0,115,1,1,1000.0
cpd00054_e0,115,1,1,1000.0
cpd00058_e0,115,1,1,1000.0
cpd00063_e0,115,1,1,1000.0
cpd00067_e0,115,1,1,1000.0000024
cpd00085_e0,115,1,1,1000.0
cpd00099_e0,115,1,1,999.99999999
cpd00106_e0,115,1,1,1000.0
cpd00108_e0,115,1,1,1000.0
cpd00116_e0,115,1,1,1000.0
cpd00129_e0,115,1,1,1000.0
cpd00142_e0,115,1,1,1000.0
cpd00149_e0,115,1,1,1000.0
cpd00204_e0,115,1,1,3.1611524365e-13
cpd00205_e0,115,1,1,1000.0
cpd00229_e0,115,1,1,2.2412510563e-10
cpd00239_e0,115,1,1,999.99999998
cpd00254_e0,115,1,1,999.99999999
cpd00971_e0,115,1,1,999.99999998
cpd09695_e0,115,1,1,1000.0
cpd10515_e0,115,1,1,1000.0
tRNA[e],115,1,1,1.9376577395e-11
Cadmium[e],116,1,1,1000.0
HCO3[e],116,1,1,1000.0
Molybdenum[e],116,1,1,1000.0
Photon[e],116,1,1,0.0052210476888
S_Adenosyl_4_methylthio_2_oxobutanoate[e],116,1,1,1.7302643127e-10
S_Methyl_5_thio_D_ribose[e],116,1,1,1.6920896337e-09
Selenate[e],116,1,1,1000.0
biomass[e],116,1,1,3.7632767102e-08
cpd00001_e0,116,1,1,1000.0
cpd00007_e0,116,1,1,2.170853387e-06
cpd00009_e0,116,1,1,1000.0
cpd00011_e0,116,1,1,1000.0
cpd00012_e0,116,1,1,1000.0
cpd00013_e0,116,1,1,999.99999968
cpd00025_e0,116,1,1,4.133588678e-09
cpd00029_e0,116,1,1,1000.0
cpd00034_e0,116,1,1,1000.0
cpd00036_e0,116,1,1,1000.0
cpd00048_e0,116,1,1,1000.0
cpd00051_e0,116,1,1,1000.0
cpd00054_e0,116,1,1,1000.0
cpd00058_e0,116,1,1,1000.0
cpd00063_e0,116,1,1,1000.0
cpd00067_e0,116,1,1,1000.0000024
cpd00085_e0,116,1,1,1000.0
cpd00099_e0,116,1,1,999.99999999
cpd00106_e0,116,1,1,1000.0
cpd00108_e0,116,1,1,1000.0
cpd00116_e0,116,1,1,1000.0
cpd00129_e0,116,1,1,1000.0
cpd00142_e0,116,1,1,1000.0
cpd00149_e0,116,1,1,1000.0
cpd00204_e0,116,1,1,3.1611524365e-13
cpd00205_e0,116,1,1,1000.0
cpd00229_e0,116,1,1,2.2412510563e-10
cpd00239_e0,116,1,1,999.99999998
cpd00254_e0,116,1,1,999.99999999
cpd00971_e0,116,1,1,999.99999998
cpd09695_e0,116,1,1,1000.0
cpd10515_e0,116,1,1,1000.0
tRNA[e],116,1,1,1.9376577395e-11
Cadmium[e],117,1,1,1000.0
HCO3[e],117,1,1,1000.0
Molybdenum[e],117,1,1,1000.0
Photon[e],117,1,1,0.0041811385307
S_Adenosyl_4_methylthio_2_oxobutanoate[e],117,1,1,1.7302643127e-10
S_Methyl_5_thio_D_ribose[e],117,1,1,1.6920896337e-09
Selenate[e],117,1,1,1000.0
biomass[e],117,1,1,3.7632767102e-08
cpd00001_e0,117,1,1,1000.0
cpd00007_e0,117,1,1,2.170853387e-06
cpd00009_e0,117,1,1,1000.0
